01,78632249877,1707852072,1707853761
02,93665820300,1707604343,1707606051
02,32341421861,1710218046,1710219763
02,82680061977,1697470601,1697470739
02,22969392259,1709959592,1709960728
01,89059895452,1696820805,1696820970
01,98088860024,1706041064,1706041644
02,89059895452,1701408851,1701409383
01,78057840082,1695297726,1695298256
02,89059895452,1683442681,1683443191
02,89846216275,1681960039,1681960906
02,32341421861,1703890269,1703891933
01,37847348424,1703341594,1703341664
01,77448661144,1704312721,1704313718
02,85025949705,1686439668,1686440823
02,89381904267,1682322055,1682323291
02,78057840082,1686692489,1686693724
01,77448661144,1684760441,1684760823
01,89059895452,1691945660,1691946780
01,66421682093,1708180515,1708182277
01,85025949705,1681819218,1681820411
01,93665820300,1705239173,1705240030
02,22969392259,1682963768,1682964706
02,85025949705,1684045352,1684046035
01,85025949705,1709582784,1709583259
02,32341421861,1684951386,1684952459
02,93665820300,1704183269,1704184590
02,32341421861,1693724141,1693725851
01,89846216275,1687602179,1687603554
02,89381904267,1688794877,1688796034
01,78632249877,1710500640,1710502166
01,98088860024,1691280808,1691282227
02,98088860024,1693738535,1693738732
01,37847348424,1709824596,1709824663
01,32341421861,1710971432,1710973077
02,78632249877,1695359469,1695361177
01,66421682093,1708251546,1708252831
