02,32341421861,1697582089,1697582965
02,77448661144,1704155354,1704156773
01,37847348424,1701222937,1701223833
01,66421682093,1701896524,1701898029
01,89059895452,1686998307,1686998704
02,77448661144,1701600695,1701602276
02,77448661144,1688122918,1688123174
02,89846216275,1693905809,1693906432
02,22969392259,1711089533,1711090698
02,77448661144,1703006862,1703007217
01,77448661144,1682955684,1682955992
02,22969392259,1705916510,1705917959
01,32341421861,1688699122,1688699818
01,89846216275,1692514801,1692515051
02,93665820300,1686683615,1686685410
02,89059895452,1695313845,1695314795
02,85025949705,1703924798,1703925748
01,22969392259,1681181359,1681182059
01,78632249877,1708821277,1708822454
01,78632249877,1706479529,1706481109
