02,78057840082,1701849862,1701850255
02,98088860024,1689753993,1689755152
01,89381904267,1698591333,1698592168
01,98088860024,1701964467,1701964805
01,77448661144,1684017734,1684018245
02,77448661144,1708369096,1708370673
01,98088860024,1682454691,1682455018
02,93665820300,1693185366,1693186086
01,22969392259,1685233435,1685233539
02,89381904267,1704214140,1704215855
02,66421682093,1702692795,1702694105
01,78057840082,1681505061,1681506202
01,89381904267,1683305022,1683306258
02,93665820300,1689789005,1689790492
01,85025949705,1696863948,1696865528
02,37847348424,1698947001,1698947680
01,89059895452,1697235134,1697236156
01,49556740639,1704959554,1704960297
02,22969392259,1690780119,1690781050
02,93665820300,1680229897,1680230530
02,37847348424,1703546635,1703548427
01,37847348424,1696911170,1696911988
02,49556740639,1696277818,1696279412
01,82680061977,1708387052,1708387676
02,78632249877,1710819956,1710821321
01,93665820300,1709939478,1709940656
01,89846216275,1689776565,1689777784
01,98088860024,1703721499,1703722452
01,78632249877,1704038441,1704039388
02,89381904267,1688063717,1688065143
02,78632249877,1702151144,1702152204
01,89059895452,1698667179,1698668084
02,77448661144,1682909369,1682910986
01,77448661144,1696633781,1696634342
01,82680061977,1705824593,1705825269
01,22969392259,1688668694,1688669792
02,77448661144,1693779092,1693780270
01,89381904267,1683612912,1683613168
02,78632249877,1686452305,1686454035
02,66421682093,1710057650,1710059053
02,49556740639,1690253193,1690253576
01,85025949705,1686545115,1686545854
02,37847348424,1710909864,1710910836
02,89059895452,1695097015,1695097751
01,37847348424,1708843208,1708844063
01,89059895452,1700159007,1700160135
01,93665820300,1693428723,1693428924
02,98088860024,1689402172,1689402917
