02,89059895452,1681810560,1681811304
01,78057840082,1684240566,1684241857
01,89846216275,1689936748,1689937443
02,93665820300,1686349764,1686350126
01,49556740639,1704711003,1704711763
02,93665820300,1701607537,1701608777
01,78057840082,1703725439,1703726828
01,89381904267,1697031069,1697032124
02,93665820300,1708904024,1708905015
01,78057840082,1682347864,1682348332
01,77448661144,1710273397,1710274157
02,98088860024,1692093727,1692093970
02,37847348424,1708248753,1708250315
02,37847348424,1699362203,1699363964
01,32341421861,1686835958,1686837453
02,37847348424,1703696744,1703696891
01,82680061977,1682217851,1682219279
02,89846216275,1698487754,1698487863
02,98088860024,1705229704,1705230544
02,82680061977,1688013431,1688014073
01,77448661144,1706399536,1706401297
01,78057840082,1703527379,1703527827
01,32341421861,1704914581,1704916300
02,98088860024,1697493934,1697495113
02,77448661144,1683957671,1683958636
01,85025949705,1692770055,1692770959
01,66421682093,1691480419,1691480663
01,37847348424,1699289546,1699289625
01,89846216275,1710916246,1710917846
01,32341421861,1685936020,1685936403
01,89846216275,1692023705,1692025353
02,78632249877,1705300205,1705301947
02,89059895452,1686528149,1686529777
02,77448661144,1710382603,1710383787
01,93665820300,1710152768,1710153764
02,32341421861,1698393492,1698394687
02,77448661144,1697401885,1697402437
02,89381904267,1688517210,1688518403
01,66421682093,1695274430,1695275821
01,22969392259,1697307423,1697307485
02,89846216275,1681413380,1681415061
01,66421682093,1706350802,1706351199
02,98088860024,1691664988,1691665947
01,98088860024,1689484239,1689485091
01,89059895452,1694164482,1694165550
02,98088860024,1699360290,1699360585
02,66421682093,1704888000,1704888404
02,82680061977,1696435522,1696435996
01,89381904267,1707643694,1707645440
02,78057840082,1709046872,1709047264
02,89059895452,1687330290,1687330881
02,82680061977,1696332409,1696333565
02,77448661144,1706827520,1706827805
02,82680061977,1706054118,1706055617
02,77448661144,1707762010,1707762412
01,22969392259,1687476306,1687477009
02,77448661144,1707331664,1707333329
01,22969392259,1681104026,1681104917
02,37847348424,1710523968,1710524613
02,93665820300,1694752908,1694754006
02,49556740639,1696073941,1696074928
01,93665820300,1707067300,1707068626
01,85025949705,1692521674,1692521736
02,77448661144,1680955337,1680956004
01,77448661144,1690762534,1690764204
01,85025949705,1686364819,1686366231
01,78057840082,1706326656,1706327976
02,66421682093,1691745927,1691746337
02,32341421861,1703470011,1703470108
02,32341421861,1681507671,1681509400
02,49556740639,1688859849,1688860653
02,85025949705,1705903525,1705905209
01,49556740639,1690946539,1690947706
01,93665820300,1685091135,1685092056
01,37847348424,1695343086,1695344204
02,22969392259,1696360931,1696362459
