02,78632249877,1690724433,1690724943
02,37847348424,1692405684,1692406120
02,93665820300,1683692298,1683692963
02,98088860024,1709324365,1709324543
02,89059895452,1679790589,1679791556
02,82680061977,1691784919,1691786533
02,77448661144,1702745591,1702745945
01,89846216275,1697700180,1697701768
02,89059895452,1709146271,1709146372
01,89846216275,1706779265,1706780321
02,89381904267,1705557435,1705557938
02,77448661144,1704804510,1704805388
01,32341421861,1686183280,1686183612
02,78057840082,1706235814,1706236842
02,78057840082,1703763585,1703764981
02,89059895452,1689204753,1689205817
01,77448661144,1688719502,1688720159
02,37847348424,1709733016,1709733776
02,77448661144,1680619221,1680619307
02,89381904267,1700529520,1700530203
02,78632249877,1700916211,1700917924
01,98088860024,1683586572,1683587287
01,89381904267,1701658531,1701659693
