01,37847348424,1706700544,1706702275
02,22969392259,1699267401,1699269147
02,78632249877,1691002860,1691003834
01,49556740639,1684290449,1684292154
01,89381904267,1690462776,1690463165
01,93665820300,1703869140,1703870388
02,89846216275,1685334991,1685335254
02,82680061977,1701016293,1701017164
02,32341421861,1698634847,1698635591
01,77448661144,1691463607,1691465180
02,93665820300,1692616336,1692618048
02,98088860024,1709387418,1709388554
01,49556740639,1683579466,1683580331
01,82680061977,1703639037,1703639346
02,82680061977,1690985331,1690987092
02,78632249877,1687545645,1687546219
02,93665820300,1687248173,1687249204
02,93665820300,1687175187,1687176295
01,78057840082,1700786587,1700786967
01,89381904267,1690792825,1690793029
02,78057840082,1688270363,1688271607
02,22969392259,1709876804,1709877951
02,49556740639,1683667723,1683668876
01,98088860024,1708576697,1708577830
02,22969392259,1689991431,1689993022
01,49556740639,1684230075,1684231554
02,89846216275,1705397543,1705398571
01,98088860024,1686764809,1686765063
02,78632249877,1697032773,1697033148
02,49556740639,1682627459,1682627987
02,85025949705,1693649076,1693649265
01,89846216275,1686971877,1686973012
01,66421682093,1698371336,1698373062
02,89059895452,1695342217,1695342428
01,89381904267,1700391123,1700391721
02,89846216275,1701479976,1701480217
01,37847348424,1708069860,1708069926
01,93665820300,1684297880,1684298628
01,89059895452,1681397897,1681398839
02,49556740639,1710720397,1710722001
02,89381904267,1693278028,1693279655
01,32341421861,1708982747,1708984066
01,22969392259,1707073848,1707073915
02,77448661144,1684160048,1684161021
02,89846216275,1705404565,1705406266
01,89381904267,1688455517,1688455675
01,22969392259,1698050854,1698051858
02,22969392259,1708505741,1708507053
01,85025949705,1681667952,1681668573
02,98088860024,1707211275,1707211939
02,89059895452,1700772469,1700773968
02,82680061977,1704262143,1704262722
01,89381904267,1694161523,1694162799
02,98088860024,1680758576,1680760162
01,89846216275,1707647400,1707648915
02,89846216275,1686260673,1686262274
01,49556740639,1685797008,1685798717
02,77448661144,1707413494,1707413931
01,78057840082,1698859555,1698860941
01,98088860024,1709281647,1709282138
02,85025949705,1690675995,1690676398
02,66421682093,1682354283,1682354572
02,66421682093,1701011242,1701011433
01,89059895452,1699040773,1699042517
02,98088860024,1683486151,1683487739
02,22969392259,1704498425,1704499007
02,89059895452,1682984801,1682985981
01,98088860024,1704835422,1704836361
02,98088860024,1686484904,1686485018
02,89381904267,1700298731,1700298913
02,22969392259,1709186249,1709186925
01,32341421861,1687057845,1687058148
01,49556740639,1695547953,1695548813
01,32341421861,1691643630,1691643954
01,37847348424,1697854536,1697854837
02,98088860024,1705394086,1705395843
01,78632249877,1702395830,1702395950
02,77448661144,1681730700,1681731694
01,85025949705,1706981537,1706983251
01,49556740639,1686858797,1686859718
01,82680061977,1684779499,1684780937
01,32341421861,1680323250,1680324132
02,66421682093,1693824118,1693825099
02,89381904267,1689399205,1689400610
02,85025949705,1687258466,1687260237
01,85025949705,1689177515,1689178967
01,89846216275,1709001933,1709002789
01,77448661144,1685912393,1685913992
02,78057840082,1701616016,1701617622
01,85025949705,1702419873,1702420794
01,78632249877,1699503367,1699504226
02,49556740639,1690139445,1690140659
02,98088860024,1689958728,1689959537
01,89381904267,1710289826,1710291098
01,22969392259,1688500457,1688501077
01,49556740639,1685554533,1685555001
02,82680061977,1704243773,1704244617
02,37847348424,1698294424,1698294656
01,89059895452,1697531926,1697532863
