02,89381904267,1704454079,1704455146
01,89846216275,1683692346,1683693323
01,49556740639,1696630138,1696630547
02,93665820300,1705909240,1705910637
01,89381904267,1705035446,1705035740
02,66421682093,1691291218,1691292864
01,66421682093,1696800638,1696801074
02,77448661144,1680818005,1680819588
01,78057840082,1700784787,1700785735
01,82680061977,1696639656,1696639734
02,32341421861,1706094765,1706096309
02,66421682093,1697394370,1697395840
02,85025949705,1689410105,1689411567
01,37847348424,1707780149,1707781051
02,22969392259,1692754202,1692754512
02,78632249877,1690503271,1690503474
01,89059895452,1692934633,1692934716
02,85025949705,1701765844,1701767049
02,89381904267,1705601206,1705602236
02,78057840082,1685676878,1685677152
01,98088860024,1698667589,1698668458
01,78632249877,1692628798,1692630395
02,66421682093,1710900305,1710900790
01,22969392259,1680012129,1680012781
01,78057840082,1703385805,1703386281
02,82680061977,1682737035,1682737242
01,93665820300,1688370462,1688371200
01,77448661144,1690867688,1690868466
01,78057840082,1680949219,1680950263
01,22969392259,1700346551,1700347016
01,77448661144,1704583854,1704583914
02,32341421861,1696100878,1696102065
02,89059895452,1709530185,1709531394
02,98088860024,1679850010,1679851348
01,77448661144,1697083379,1697084852
01,89059895452,1703688668,1703690144
01,89059895452,1701765409,1701767203
01,85025949705,1680120941,1680121654
02,82680061977,1704872766,1704873754
02,49556740639,1690492731,1690493225
02,89381904267,1699000171,1699001036
01,93665820300,1701647819,1701649578
01,37847348424,1696626368,1696626723
01,98088860024,1692029557,1692030742
01,89381904267,1692981130,1692981934
01,32341421861,1703766188,1703766645
02,82680061977,1690788364,1690789580
02,49556740639,1680808500,1680809126
01,22969392259,1693827519,1693827793
01,37847348424,1686923626,1686925388
02,32341421861,1692786962,1692787977
01,22969392259,1705155969,1705156607
01,89381904267,1695696043,1695696736
01,78632249877,1696902592,1696903380
